usuario,ronda,iteracion,sliderDissatisfiedSatisfied,sliderBoredExcited,time,risk,arrival,global_id
AGF,0,0,75,75,0.5255373137825703,0.6452670144837881,0.2768108646941967,12
AGF,0,1,25,50,0.4984615284837905,0.6634833487600097,0.19823301279341907,12
AGF,0,2,75,75,0.4846596000512216,0.9272238212895264,0.1449310118720613,12
AGF,0,3,75,75,0.45818913617361284,0.8999651727342828,0.2728599727503848,12
EGA,0,0,25,50,0.5255373137825703,0.6452670144837881,0.2768108646941967,13
EGA,0,1,0,50,0.4984615284837905,0.6634833487600097,0.19823301279341907,13
EGA,0,2,0,50,0.4846596000512216,0.9272238212895264,0.1449310118720613,13
EGA,0,3,25,50,0.45818913617361284,0.8999651727342828,0.2728599727503848,13
EGA,1,0,100,50,0.459167682928114,0.8651705018746499,0.1011079520794157,13
EGA,1,1,0,50,0.45307523226941504,0.9444322826768645,0.27506205796285244,13
EGA,1,2,100,50,0.4399801697010422,0.9810597352117704,0.1981399600820706,13
EGA,1,3,75,50,0.4548557836209679,0.9298478876940789,0.04792883266966079,13
DAGM,0,0,0,0,0.5255373137825703,0.6452670144837881,0.2768108646941967,14
DAGM,0,1,0,25,0.4984615284837905,0.6634833487600097,0.19823301279341907,14
DAGM,0,2,50,50,0.4846596000512216,0.9272238212895264,0.1449310118720613,14
DAGM,0,3,100,100,0.45818913617361284,0.8999651727342828,0.2728599727503848,14
DAGM,1,0,100,100,0.4595593475463711,0.868748699972358,0.2627338334810066,14
DAGM,1,1,100,100,0.4597135588354613,0.8667269593721654,0.2885390361195653,14
DAGM,1,2,100,75,0.458904671142526,0.8955263303423449,0.3041781438270339,14
DAGM,1,3,0,50,0.45818913617361284,0.8999651727342828,0.2728599727503848,14
JAPG,0,0,75,75,0.5255373137825703,0.6452670144837881,0.2768108646941967,15
JAPG,0,1,0,0,0.4984615284837905,0.6634833487600097,0.19823301279341907,15
JAPG,0,2,100,100,0.4846596000512216,0.9272238212895264,0.1449310118720613,15
JAPG,0,3,50,50,0.45818913617361284,0.8999651727342828,0.2728599727503848,15
IARM,0,0,75,50,0.5255373137825703,0.6452670144837881,0.2768108646941967,16
IARM,0,1,0,25,0.4984615284837905,0.6634833487600097,0.19823301279341907,16
IARM,0,2,50,25,0.4846596000512216,0.9272238212895264,0.1449310118720613,16
IARM,0,3,75,75,0.45818913617361284,0.8999651727342828,0.2728599727503848,16
AEHM,0,0,75,75,0.5255373137825703,0.6452670144837881,0.2768108646941967,17
AEHM,0,1,0,75,0.4984615284837905,0.6634833487600097,0.19823301279341907,17
AEHM,0,2,0,75,0.4846596000512216,0.9272238212895264,0.1449310118720613,17
AEHM,0,3,25,75,0.45818913617361284,0.8999651727342828,0.2728599727503848,17
